"Item ID","Item Name","Item Description","Item Usage","Item Icon"
"tier3_supporter","辅助信物藏品","令人在意的信物。第一眼不会留下什么印象，却总是没法忘记。","用于提升★3辅助干员的潜能","tier3_supporter"
"tier3_caster","术师信物藏品","令人在意的信物。第一眼不会留下什么印象，却总是没法忘记。","用于提升★3术师干员的潜能","tier3_caster"
"tier3_special","特种信物藏品","令人在意的信物。第一眼不会留下什么印象，却总是没法忘记。","用于提升★3特种干员的潜能","tier3_special"
"tier4_pioneer","先锋传承信物","难能可见的信物。会使人产生放在口袋里带走的冲动。","用于提升★4先锋干员的潜能","tier4_pioneer"
"tier4_guard","近卫传承信物","难能可见的信物。会使人产生放在口袋里带走的冲动。","用于提升★4近卫干员的潜能","tier4_guard"
"tier4_sniper","狙击传承信物","难能可见的信物。会使人产生放在口袋里带走的冲动。","用于提升★4狙击干员的潜能","tier4_sniper"
"tier4_tank","重装传承信物","难能可见的信物。会使人产生放在口袋里带走的冲动。","用于提升★4重装干员的潜能","tier4_tank"
"tier4_medic","医疗传承信物","难能可见的信物。会使人产生放在口袋里带走的冲动。","用于提升★4医疗干员的潜能","tier4_medic"
"tier4_supporter","辅助传承信物","难能可见的信物。会使人产生放在口袋里带走的冲动。","用于提升★4辅助干员的潜能","tier4_supporter"
"tier4_caster","术师传承信物","难能可见的信物。会使人产生放在口袋里带走的冲动。","用于提升★4术师干员的潜能","tier4_caster"
"tier4_special","特种传承信物","难能可见的信物。会使人产生放在口袋里带走的冲动。","用于提升★4特种干员的潜能","tier4_special"
"tier5_pioneer","先锋遗产信物","精妙绝伦的信物。为了得到它而付出的一切努力都将被证明是值得的。","用于提升★5先锋干员的潜能","tier5_pioneer"
"tier5_guard","近卫遗产信物","精妙绝伦的信物。为了得到它而付出的一切努力都将被证明是值得的。","用于提升★5近卫干员的潜能","tier5_guard"
"tier5_sniper","狙击遗产信物","精妙绝伦的信物。为了得到它而付出的一切努力都将被证明是值得的。","用于提升★5狙击干员的潜能","tier5_sniper"
"tier5_tank","重装遗产信物","精妙绝伦的信物。为了得到它而付出的一切努力都将被证明是值得的。","用于提升★5重装干员的潜能","tier5_tank"
"tier5_medic","医疗遗产信物","精妙绝伦的信物。为了得到它而付出的一切努力都将被证明是值得的。","用于提升★5医疗干员的潜能","tier5_medic"
"tier5_supporter","辅助遗产信物","精妙绝伦的信物。为了得到它而付出的一切努力都将被证明是值得的。","用于提升★5辅助干员的潜能","tier5_supporter"
"tier5_caster","术师遗产信物","精妙绝伦的信物。为了得到它而付出的一切努力都将被证明是值得的。","用于提升★5术师干员的潜能","tier5_caster"
"tier5_special","特种遗产信物","精妙绝伦的信物。为了得到它而付出的一切努力都将被证明是值得的。","用于提升★5特种干员的潜能","tier5_special"
"tier6_pioneer","先锋皇家信物","稀世独一的信物。这么珍贵的物品，真的可以收下吗？真的吗？！","用于提升★6先锋干员的潜能","tier6_pioneer"
"tier6_guard","近卫皇家信物","稀世独一的信物。这么珍贵的物品，真的可以收下吗？真的吗？！","用于提升★6近卫干员的潜能","tier6_guard"
"tier6_sniper","狙击皇家信物","稀世独一的信物。这么珍贵的物品，真的可以收下吗？真的吗？！","用于提升★6狙击干员的潜能","tier6_sniper"
"tier6_tank","重装皇家信物","稀世独一的信物。这么珍贵的物品，真的可以收下吗？真的吗？！","用于提升★6重装干员的潜能","tier6_tank"
"tier6_medic","医疗皇家信物","稀世独一的信物。这么珍贵的物品，真的可以收下吗？真的吗？！","用于提升★6医疗干员的潜能","tier6_medic"
"tier6_supporter","辅助皇家信物","稀世独一的信物。这么珍贵的物品，真的可以收下吗？真的吗？！","用于提升★6辅助干员的潜能","tier6_supporter"
"tier6_caster","术师皇家信物","稀世独一的信物。这么珍贵的物品，真的可以收下吗？真的吗？！","用于提升★6术士干员的潜能","tier6_caster"
"tier6_special","特种皇家信物","稀世独一的信物。这么珍贵的物品，真的可以收下吗？真的吗？！","用于提升★6特种干员的潜能","tier6_special"
"p_char_285_medic2","Lancet-2的信物","外盒上标注着“一喷起效”的医疗喷雾套组。可以插入医用器械，也可以直接使用。","用于提升Lancet-2的潜能 。","p_char_285_medic2"
"p_char_286_cast3","Castle-3的信物","一面坚固的便携装甲板。不含使用说明书。","用于提升Castle-3的潜能 。","p_char_286_cast3"
"p_char_502_nblade","夜刀的信物","静静躺在漆盒中的泛黄残卷。记载着刀术练习里最晦涩的一类理论知识：平静。","用于提升夜刀的潜能 。","p_char_502_nblade"
"p_char_500_noirc","黑角的信物","残留着浓烈岁月痕迹的祭祀面具。空洞的眼眶见证了大地的黎明。","用于提升黑角的潜能 。","p_char_500_noirc"
"p_char_503_rang","巡林者的信物","两块用细绳缠挂的燧石。文明就是自这类微小的事物中诞生的。","用于提升巡林者的潜能 。","p_char_503_rang"
"p_char_501_durin","杜林的信物","由杜林族研磨的小块源石制品。紧紧握住一段时间后会突然感到精力充沛。","用于提升杜林的潜能 。","p_char_501_durin"
"p_char_009_12fce","12F的信物","外包装老旧的巧克力。背面潦草地写着“圣诞快乐”。","用于提升12F的潜能 。","p_char_009_12fce"
"p_char_123_fang","芬的信物","一双恰好合你尺寸的跑鞋。为了邀请你晨练，赠送者一定花了不少工夫。","用于提升芬的潜能 。","p_char_123_fang"
"p_char_240_wyvern","香草的信物","瓦伊凡边界草原的野生动物分布图。图上的标记在移动城市的轰鸣中渐渐消失。","用于提升香草的潜能 。","p_char_240_wyvern"
"p_char_192_falco","翎羽的信物","克制地装饰着少量羽毛的礼帽。适合拉特兰的各个节日。","用于提升翎羽的潜能 。","p_char_192_falco"
"p_char_208_melan","玫兰莎的信物","简单包装的香烛。别致的香味让人无法忘却。","用于提升玫兰莎的潜能 。","p_char_208_melan"
"p_char_209_ardign","卡缇的信物","用质地坚实的木材打造的雪橇。突然开始期待下雪。","用于提升卡缇的潜能 。","p_char_209_ardign"
"p_char_122_beagle","米格鲁的信物","整整齐齐地放在文件夹里的绩效考核单。所有考核项目的成绩都是A等。","用于提升米格鲁的潜能 。","p_char_122_beagle"
"p_char_124_kroos","克洛丝的信物","一套儿童射击玩具。包含有一把塑料弓，数支吸盘箭，以及替代箭靶的一个苹果。","用于提升克洛丝的潜能 。","p_char_124_kroos"
"p_char_211_adnach","安德切尔的信物","毛绒绒的套头帽。萨科塔人是戴不上的。","用于提升安德切尔的潜能 。","p_char_211_adnach"
"p_char_121_lava","炎熔的信物","特殊加工过的匕首套。外皮上布满了故作神秘的花纹。","用于提升炎熔的潜能 。","p_char_121_lava"
"p_char_120_hibisc","芙蓉的信物","一张专门为你定制的健康生活日程规划表。说实话，很难拒绝。","用于提升芙蓉的潜能 。","p_char_120_hibisc"
"p_char_212_ansel","安赛尔的信物","一台便于携带的气压式血压计。就算身边没有医生,也希望你能善待自己的身体。","用于提升安赛尔的潜能 。","p_char_212_ansel"
"p_char_210_stward","史都华德的信物","时兴的运动臂环。似乎是外观较为朴素的单色版。","用于提升史都华德的潜能 。","p_char_210_stward"
"p_char_278_orchid","梓兰的信物","精心包装好的高级钢笔。用它批阅文件时，会产生一种身在写字楼中的感觉。","用于提升梓兰的潜能 。","p_char_278_orchid"
"p_char_141_nights","夜烟的信物","一根汤勺。配套的凿子藏在了一本书里。","用于提升夜烟的潜能 。","p_char_141_nights"
"p_char_109_fmout","远山的信物","占卜套组中的一张卡片。虽然被告知了其中寓意，但未来由你自己决定。","用于提升远山的潜能 。","p_char_109_fmout"
"p_char_235_jesica","杰西卡的信物","一张黑钢入职纪念照。一段崭新人生的开始。","用于提升杰西卡的潜能 。","p_char_235_jesica"
"p_char_126_shotst","流星的信物","由仿佛不会凋零的嫩枝编成的头冠。卡西米尔的森林低声地询问，它们的守护者何日归还。","用于提升流星的潜能 。","p_char_126_shotst"
"p_char_118_yuki","白雪的信物","墨迹未干的书法作品。赠予罗德岛的祝福。","用于提升白雪的潜能 。","p_char_118_yuki"
"p_char_198_blackd","讯使的信物","一瓶自遥远他乡搜集来的麦芽饮品。阳光之下，金黄色的澄澈液体在玻璃瓶中闪闪发光。","用于提升讯使的潜能 。","p_char_198_blackd"
"p_char_149_scave","清道夫的信物","一枚银币。也许能用它决定一些更重要的事。","用于提升清道夫的潜能 。","p_char_149_scave"
"p_char_290_vigna","红豆的信物","练习用电吉他。带着它前往战场的提案被否决了。","用于提升红豆的潜能 。","p_char_290_vigna"
"p_char_130_doberm","杜宾的信物","红色封皮的小册子。记录了一场艰苦卓绝的战斗。","用于提升杜宾的潜能 。","p_char_130_doberm"
"p_char_289_gyuki","缠丸的信物","一副柔软的眼罩。在睡觉的时候戴上也挺不错的。","用于提升缠丸的潜能 。","p_char_289_gyuki"
"p_char_193_frostl","霜叶的信物","翻得破破烂烂的识字本。每页的空白处都认真地标注着许多图画般的符号。","用于提升霜叶的潜能 。","p_char_193_frostl"
"p_char_127_estell","艾丝黛尔的信物","一把石制的梳子。触感十分凉爽，并且还散发着淡淡的花香。","用于提升艾丝黛尔的潜能 。","p_char_127_estell"
"p_char_185_frncat","慕斯的信物","一本封皮装点着金丝花纹的相册。里面的照片来自各只与拍摄者亲近的猫猫。猫猫！","用于提升慕斯的潜能 。","p_char_185_frncat"
"p_char_237_gravel","砾的信物","磨损严重的卡西米尔骑士徽章。无论过往如何，掌握当下才重要。","用于提升砾的潜能 。","p_char_237_gravel"
"p_char_236_rope","暗索的信物","一件连价格标识都没撕掉的昂贵装饰品。真的可以收下吗......","用于提升暗索的潜能 。","p_char_236_rope"
"p_char_117_myrrh","末药的信物","以多种草药混合制作的药丸。生病的时候一定能派上用场，何况每颗药丸都被细心地裹上了糖衣。","用于提升末药的潜能 。","p_char_117_myrrh"
"p_char_187_ccheal","嘉维尔的信物","一套按摩工具。可以用它缓解身体被奇怪的医疗法术折腾之后产生的疲劳感。","用于提升嘉维尔的潜能 。","p_char_187_ccheal"
"p_char_181_flower","调香师的信物","富有米诺斯古典时代气息的双耳花瓶。需赠送者本人定期更换新鲜花卉。","用于提升调香师的潜能 。","p_char_181_flower"
"p_char_199_yak","角峰的信物","略微有些粗糙的木雕人像。垂首低眉的姿态十分安详。","用于提升角峰的潜能 。","p_char_199_yak"
"p_char_150_snakek","蛇屠箱的信物","普通的棒球棍，棍身歪歪扭扭地写着数位知名球手的签名。虽然，也许，大概，即使签名是模仿的，想要分享的心情却是真实的。","用于提升蛇屠箱的潜能 。","p_char_150_snakek"
"p_char_196_sunbr","古米的信物","一张“古米早餐厨房”优惠卷。-100%是不是免费的意思......？","用于提升古米的潜能 。","p_char_196_sunbr"
"p_char_110_deepcl","深海色的信物","手绘的童话故事书。在生命与死亡间跋涉的主人公，最终踏入了河流的尽头。","用于提升深海色的潜能 。","p_char_110_deepcl"
"p_char_183_skgoat","地灵的信物","形状古怪的小块矿石。放在耳边时，似乎能听见液体流动的细微声响。","用于提升地灵的潜能 。","p_char_183_skgoat"
"p_char_277_sqrrel","阿消的信物","一本邮票纪念册。以前，它的拥有者根本不会允许他人触碰自己宝贵的收集。","用于提升阿消的潜能 。","p_char_277_sqrrel"
"p_char_128_plosis","白面鸮的信物","论证源石技艺如何识别与执行的工具书。大部分干员都读不懂。","用于提升白面鸮的潜能 。","p_char_128_plosis"
"p_char_115_headbr","凛冬的信物","从红色的旗帜上撕下的布条。不知为何，将它系在臂膀上时，会不自主地感到悲伤。","用于提升凛冬的潜能 。","p_char_115_headbr"
"p_char_102_texas","德克萨斯的信物","一枚德克萨斯家族的标牌。其上的划痕尘封了一段往事。","用于提升德克萨斯的潜能 。","p_char_102_texas"
"p_char_106_franka","芙兰卡的信物","一张旅行计划书。因为规划的目的地太多而导致相当难以实现。","用于提升芙兰卡的潜能 。","p_char_106_franka"
"p_char_155_tiger","因陀罗的信物","能够保存很久的罐装咸甘草糖。让人难以亲近的外表下是让人更加难以亲近的味道。","用于提升因陀罗的潜能 。","p_char_155_tiger"
"p_char_140_whitew","拉普兰德的信物","数个印着名字的染血标牌。来自各个帮派的家长。","用于提升拉普兰德的潜能 。","p_char_140_whitew"
"p_char_143_ghost","幽灵鲨的信物","一幅难以描述的绘画。斑驳的留白令人茫然若失。","用于提升幽灵鲨的潜能 。","p_char_143_ghost"
"p_char_129_bluep","蓝毒的信物","一张高级服装店的购物卡。抛开千篇一律的制服，尽兴搭配吧。","用于提升蓝毒的潜能 。","p_char_129_bluep"
"p_char_204_platnm","白金的信物","两张游乐园的门票。这个周末一起去吧。","用于提升白金的潜能 。","p_char_204_platnm"
"p_char_219_meteo","陨星的信物","从营救过的萨卡兹孩子那里收到的信。乱七八糟地写着对罗德岛的感谢。","用于提升陨星的潜能 。","p_char_219_meteo"
"p_char_002_amiya","阿米娅的信物","“总有一天你会理解我的选择......原谅我。”","用于提升阿米娅的潜能 。","p_char_002_amiya"
"p_char_166_skfire","天火的信物","一颗触感冰凉的玻璃珠，内里的颜色正在翻腾燃烧。","用于提升天火的潜能 。","p_char_166_skfire"
"p_char_242_otter","梅尔的信物","小号的咪波模型。腹部有一个红色的圆形按钮。唔......","用于提升梅尔的潜能 。","p_char_242_otter"
"p_char_108_silent","赫默的信物","一枚斑纹羽毛饰品。不善言辞的黎博利科研人员通过赠送自己的羽毛来托付情感。","用于提升赫默的潜能 。","p_char_108_silent"
"p_char_171_bldsk","华法琳的信物","被封存在透明小瓶的神秘液体。粘稠而富有光泽的红色在你的晃动之下，于瓶中缓缓地改变着形态。","用于提升华法琳的潜能 。","p_char_171_bldsk"
"p_char_148_nearl","临光的信物","古旧褪色的卡西米尔骑士纹章。乌银雕饰的天马振翅欲飞。","用于提升临光的潜能 。","p_char_148_nearl"
"p_char_144_red","红的信物","一颗尖尖的乳牙。希望你能帮她收好。","用于提升红的潜能 。","p_char_144_red"
"p_char_107_liskam","雷蛇的信物","特制的防电手环。终于，安全握手。","用于提升雷蛇的潜能 。","p_char_107_liskam"
"p_char_201_moeshd","可颂的信物","一张设计得十分少女的名片。比起寻常名片多出了一个收款码和“请多惠顾~”的字样。","用于提升可颂的潜能 。","p_char_201_moeshd"
"p_char_163_hpsts","火神的信物","花纹优美的钢胚。无论是何等品质的原料，都必须经过锤炼打磨才能够成型。","用于提升火神的潜能 。","p_char_163_hpsts"
"p_char_145_prove","普罗旺斯的信物","一台多功能吸尘器。更多时候用于清理从干员们尾巴上掉落的毛。","用于提升普罗旺斯的潜能 。","p_char_145_prove"
"p_char_158_milu","守林人的信物","造型简单的口琴。悠扬乐声响起的瞬间，落叶如雨。","用于提升守林人的潜能 。","p_char_158_milu"
"p_char_173_slchan","崖心的信物","手工编织的绳环。三股长绳紧紧缠绕在一起，不分彼此。","用于提升崖心的潜能 。","p_char_173_slchan"
"p_char_174_slbell","初雪的信物","小小的银色铃铛。微风吹拂之下，幽远的铃声沁人心脾。","用于提升初雪的潜能 。","p_char_174_slbell"
"p_char_195_glassb","真理的信物","一本讲述乌萨斯战争史的著作。据说作者现正流亡于莱塔尼亚。","用于提升真理的潜能 。","p_char_195_glassb"
"p_char_101_sora","空的信物","空作为偶像出道时发售的单曲CD。虽然是一首儿童向的卡通歌曲，但依然能感受到空她想要努力唱好的心境。","用于提升空的潜能 。","p_char_101_sora"
"p_char_215_mantic","狮蝎的信物","用牵牛花贴纸封口的淡紫色信封。拆开信封，折叠过的信纸上清秀地写着“请和我做朋友”几个字。","用于提升狮蝎的潜能 。","p_char_215_mantic"
"p_char_241_panda","食铁兽的信物","一张武打电影海报。主角的长相有些面熟。","用于提升食铁兽的潜能 。","p_char_241_panda"
"p_char_103_angel","能天使的信物","最佳老板奖章。集满五颗可以兑换一枚超强老板奖章。","用于提升能天使的潜能 。","p_char_103_angel"
"p_char_112_siege","推进之王的信物","坚硬的大颗铆钉。由伦蒂尼姆的工人打造，最终也将回到它的故土。","用于提升推进之王的潜能 。","p_char_112_siege"
"p_char_134_ifrit","伊芙利特的信物","有着严重烧灼痕迹的长篇传奇故事书。勉强还可以读。","用于提升伊芙利特的潜能 。","p_char_134_ifrit"
"p_char_180_amgoat","艾雅法拉的信物","小巧的理发剪。柄的位置细心地缠绕着隔热的布料。","用于提升艾雅法拉的潜能 。","p_char_180_amgoat"
"p_char_291_aglina","安洁莉娜的信物","酸橙味的保湿唇膏。旷野中的风与夜晚的城市一样干燥。","用于提升安洁莉娜的潜能 。","p_char_291_aglina"
"p_char_147_shining","闪灵的信物","一条外观普通的白色吊坠。无法被尘埃所沾染。","用于提升闪灵的潜能 。","p_char_147_shining"
"p_char_179_cgbird","夜莺的信物","一整盒杂乱的拼图碎片。让人更头疼的地方在于，其中有不少块都是空白的。","用于提升夜莺的潜能 。","p_char_179_cgbird"
"p_char_136_hsguma","星熊的信物","过时的流行漫画。讲述了名不见经传的鬼怪在各色同伴的陪伴下成长为英雄的故事。","用于提升星熊的潜能 。","p_char_136_hsguma"
"p_char_202_demkni","塞雷娅的信物","数张安保协防合同。其中几份已经盖上了灰色的钙质印章。","用于提升塞雷娅的潜能 。","p_char_202_demkni"
"p_char_172_svrash","银灰的信物","世上仅有数块，象征挚诚的源石冰晶。永远不会融化。","用于提升银灰的潜能 。","p_char_172_svrash"
"bilibili001","预约干员随机4选1","会是谁呢？真的期待啊~","用于抽取预约奖励。","bilibili001"
"ap_item_amiya","阿米娅的烧烤味饼干","据说最早出现于一场风浪之后，算是因天灾而诞生出的食品吧。饱含着令人无法拒绝的碳水化合物，也许通过进食寻求理智，也是人的一种本能。","用于恢复理智。得到后会直接使用，开袋即食。","ap_item_amiya"
"ap_item_chen","陈的烧烤味饼干","据说最早出现于一场风浪之后，算是因天灾而诞生出的食品吧。饱含着令人无法拒绝的碳水化合物，也许通过进食寻求理智，也是人的一种本能。","用于恢复理智。得到后会直接使用，开袋即食。","ap_item_chen"
"ap_item_texas","德克萨斯的烧烤味饼干","据说最早出现于一场风浪之后，算是因天灾而诞生出的食品吧。饱含着令人无法拒绝的碳水化合物，也许通过进食寻求理智，也是人的一种本能。","用于恢复理智。得到后会直接使用，开袋即食。","ap_item_texas"
"ap_item_doberm","杜宾的烧烤味饼干","据说最早出现于一场风浪之后，算是因天灾而诞生出的食品吧。饱含着令人无法拒绝的碳水化合物，也许通过进食寻求理智，也是人的一种本能。","用于恢复理智。得到后会直接使用，开袋即食。","ap_item_doberm"
"ap_item_jesica","杰西卡的烧烤味饼干","据说最早出现于一场风浪之后，算是因天灾而诞生出的食品吧。饱含着令人无法拒绝的碳水化合物，也许通过进食寻求理智，也是人的一种本能。","用于恢复理智。得到后会直接使用，开袋即食。","ap_item_jesica"
"ap_item_cast3","Castle-3的烧烤味饼干","据说最早出现于一场风浪之后，算是因天灾而诞生出的食品吧。饱含着令人无法拒绝的碳水化合物，也许通过进食寻求理智，也是人的一种本能。","用于恢复理智。得到后会直接使用，开袋即食。","ap_item_cast3"
"ap_item_closure","可露希尔的烧烤味饼干","据说最早出现于一场风浪之后，算是因天灾而诞生出的食品吧。饱含着令人无法拒绝的碳水化合物，也许通过进食寻求理智，也是人的一种本能。","用于恢复理智。得到后会直接使用，开袋即食。","ap_item_closure"
"ap_item_catap","空爆的烧烤味饼干","据说最早出现于一场风浪之后，算是因天灾而诞生出的食品吧。饱含着令人无法拒绝的碳水化合物，也许通过进食寻求理智，也是人的一种本能。","用于恢复理智。得到后会直接使用，开袋即食。","ap_item_catap"
"ap_item_blackd","讯使的烧烤味饼干","据说最早出现于一场风浪之后，算是因天灾而诞生出的食品吧。饱含着令人无法拒绝的碳水化合物，也许通过进食寻求理智，也是人的一种本能。","用于恢复理智。得到后会直接使用，开袋即食。","ap_item_blackd"
"ap_item_slchan","崖心的烧烤味饼干","据说最早出现于一场风浪之后，算是因天灾而诞生出的食品吧。饱含着令人无法拒绝的碳水化合物，也许通过进食寻求理智，也是人的一种本能。","用于恢复理智。得到后会直接使用，开袋即食。","ap_item_slchan"
"ap_item_SEC_60","咸蛋黄味巧克力","不知道为什么，自某个时间开始疯狂流行咸蛋黄味的食品，感觉什么都是咸蛋黄，满眼都是咸蛋黄，翻来覆去到处都是咸蛋黄，真的是很让人……无法拒绝。","食物补给品，用于恢复理智。得到后会直接使用，开袋即食。","ap_item_SEC_60"
"ap_item_CaH_200","双人汉堡餐","从风靡多个城市的连锁快餐店中买来的双人套餐。汉堡的味道与大小都令人感到饱足，美中不足的是冰饮肉桂医生®只有一杯，可能会陷入两个人互相谦让过久导致冰块融化的窘境。","食物补给品，用于恢复理智。得到后会直接使用，即食。","ap_item_CaH_200"
"p_char_282_catap","空爆的信物","一块只有士兵才会佩戴的铭牌。因为不再被束缚，所以将自己的荣誉交给你。","用于提升空爆的潜能 。","p_char_282_catap"
"p_char_283_midn","月见夜的信物","精美的高脚酒杯。昏黄的灯光下，杯身散发出令人沉醉的色彩。","用于提升月见夜的潜能 。","p_char_283_midn"
"p_char_137_brownb","猎蜂的信物","一座拳赛奖杯。底座上刻下的名字业已模糊，但杯身仿佛依然散发着自豪的光辉。","用于提升猎蜂的潜能 。","p_char_137_brownb"
"p_char_164_nightm","夜魔的信物","商店中随处可见的可爱布偶。如果放在没有光的地方，便会显现出另外一番样貌。","用于提升夜魔的潜能 。","p_char_164_nightm"
"p_char_220_grani","格拉尼的信物","一支红色的警哨。吹响时能感到一股正义感从肺腑之中飘然而出。","用于提升格拉尼的潜能 。","p_char_220_grani"
"p_char_263_skadi","斯卡蒂的信物","用家乡语言写下的歌谱。虽然完全没法理解这种文字，但她确实是打算教你这首歌的。","用于提升斯卡蒂的潜能 。","p_char_263_skadi"
"1stact","赏金猎人金币","赏金猎人们大多迷信作为护身符的幸运金币。这些金币出现在这里时，说明他们的好运已经到头了。","用以兑换各类物资。","1stact"